Puntaje,Tiempo,Muertes
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,23,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 1,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,24,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,25,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,26,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,27,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,28,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,29,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,30,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,31,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,32,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Nivel 2,33,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
Total,58044,0
